ID,Mass,MassUpper,MassLower,Width,WidthUpper,WidthLower,I,G,P,C,Anti,Charge,Rank,Status,Name,Quarks,Latex
9981,9990,10,10,9900000000,30,30,0,1,1,1,0,0,0,0,NonResS,??,0^{+}
9983,9990,10,10,9900000000,30,30,1/2,1,1,5,1,0,0,0,NonResA,??,1^{+}
-9983,9990,10,10,9900000000,30,30,1/2,1,1,5,1,0,0,0,NonResA,??,1^{-}
9985,9990,10,10,9900000000,30,30,0,1,1,1,0,0,0,2,NonResT,??,2^{+}
9986,9990,10,10,9900000000,30,30,0,1,-1,1,0,0,0,2,NonResPT,??,2^{-}
9991,9990,10,10,9900000000,30,30,0,1,-1,1,0,0,0,0,NonResP,??,0^{-}
9993,9990,10,10,9900000000,30,30,1/2,1,-1,5,1,0,0,0,NonResV,??,1^{-}
-9993,9990,10,10,9900000000,30,30,1/2,1,-1,5,1,0,0,0,NonResV,??,1^{+}
998101,9990,10,10,9900000000,30,30,0,1,1,1,0,0,0,0,PiPi0,x(uU+dD)+y(sS),\left[\pi^{+}\pi^{-}\right]^{L=0}_{0}
988101,9990,10,10,9900000000,30,30,0,1,1,1,0,0,0,0,PiPi1,x(uU+dD)+y(sS),\left[\pi^{+}\pi^{-}\right]^{L=0}_{1}
978101,9990,10,10,9900000000,30,30,0,1,1,1,0,0,0,0,PiPi2,x(uU+dD)+y(sS),\left[\pi^{+}\pi^{-}\right]^{L=0}_{2}
968101,9990,10,10,9900000000,30,30,0,1,1,1,0,0,0,0,PiPi3,x(uU+dD)+y(sS),\left[\pi^{+}\pi^{-}\right]^{L=0}_{3}
958101,9990,10,10,9900000000,30,30,0,1,1,1,0,0,0,0,PiPi4,x(uU+dD)+y(sS),\left[\pi^{+}\pi^{-}\right]^{L=0}_{4}
948101,9990,10,10,9900000000,30,30,0,1,1,1,0,0,0,0,PiPi5,x(uU+dD)+y(sS),\left[\pi^{+}\pi^{-}\right]^{L=0}_{5}
938101,9990,10,10,9900000000,30,30,0,1,1,1,0,0,0,0,PiPi6,x(uU+dD)+y(sS),\left[\pi^{+}\pi^{-}\right]^{L=0}_{6}
998111,9990,10,10,9900000000,30,30,0,1,1,1,0,0,0,0,KPi0,??,\left[K^{-}\pi^{+}\right]^{L=0}_{0}
988111,9990,10,10,9900000000,30,30,0,1,1,1,0,0,0,0,KPi1,??,\left[K^{-}\pi^{+}\right]^{L=0}_{1}
978111,9990,10,10,9900000000,30,30,0,1,1,1,0,0,0,0,KPi2,??,\left[K^{-}\pi^{+}\right]^{L=0}_{2}
968111,9990,10,10,9900000000,30,30,0,1,1,1,0,0,0,0,KPi3,??,\left[K^{-}\pi^{+}\right]^{L=0}_{3}
958111,9990,10,10,9900000000,30,30,0,1,1,1,0,0,0,0,KPi4,??,\left[K^{-}\pi^{+}\right]^{L=0}_{4}
948111,9990,10,10,9900000000,30,30,0,1,1,1,0,0,0,0,KPi5,??,\left[K^{-}\pi^{+}\right]^{L=0}_{5}
938111,9990,10,10,9900000000,30,30,0,1,1,1,0,0,0,0,KPi6,??,\left[K^{-}\pi^{+}\right]^{L=0}_{6}
998120,9990,10,10,9900000000,30,30,0,1,1,1,0,0,0,0,KK0,x(uU+dD)+y(sS),
998121,9990,10,10,9900000000,30,30,0,1,1,1,0,0,0,0,KK1,x(uU+dD)+y(sS),
998122,9990,10,10,9900000000,30,30,0,1,1,1,0,0,0,0,KK2,x(uU+dD)+y(sS),
998123,9990,10,10,9900000000,30,30,0,1,1,1,0,0,0,0,KK3,x(uU+dD)+y(sS),
998124,9990,10,10,9900000000,30,30,0,1,1,1,0,0,0,0,KK4,x(uU+dD)+y(sS),
998125,9990,10,10,9900000000,30,30,0,1,1,1,0,0,0,0,KK5,x(uU+dD)+y(sS),
998126,9990,10,10,9900000000,30,30,0,1,1,1,0,0,0,0,KK6,x(uU+dD)+y(sS),
998130,9990,10,10,9900000000,30,30,0,1,-1,-1,0,0,0,0,rhoOmega0,??,
998131,9990,10,10,9900000000,30,30,0,1,-1,-1,0,0,0,0,rhoOmega1,??,
998132,9990,10,10,9900000000,30,30,0,1,-1,-1,0,0,0,0,rhoOmega2,??,
998133,9990,10,10,9900000000,30,30,0,1,-1,-1,0,0,0,0,rhoOmega3,??,
998134,9990,10,10,9900000000,30,30,0,1,-1,-1,0,0,0,0,rhoOmega4,??,
998135,9990,10,10,9900000000,30,30,0,1,-1,-1,0,0,0,0,rhoOmega5,??,
998136,9990,10,10,9900000000,30,30,0,1,-1,-1,0,0,0,0,rhoOmega6,??,
,,,,,,,,,,,,,,,,,
100321,1482.4,15.63,15.63,335.6,10.64,10.64,1/2,1,-1,1,2,3,0,2,K(1460),uS,K(1460)^{+}
-100321,1482.4,15.63,15.63,335.6,10.64,10.64,1/2,1,-1,-1,2,-3,0,2,K(1460),Us,K(1460)^{-}
-998101,9990,10,10,9900000000,30,30,0,1,1,1,0,0,0,0,PiPi0bar,x(uU+dD)+y(sS),\left[\pi^{+}\pi^{-}\right]^{L=0}_{0}
-988101,9990,10,10,9900000000,30,30,0,1,1,1,0,0,0,0,PiPi1bar,x(uU+dD)+y(sS),\left[\pi^{+}\pi^{-}\right]^{L=0}_{1}
-978101,9990,10,10,9900000000,30,30,0,1,1,1,0,0,0,0,PiPi2bat,x(uU+dD)+y(sS),\left[\pi^{+}\pi^{-}\right]^{L=0}_{2}
-968101,9990,10,10,9900000000,30,30,0,1,1,1,0,0,0,0,PiPi3bar,x(uU+dD)+y(sS),\left[\pi^{+}\pi^{-}\right]^{L=0}_{3}
-958101,9990,10,10,9900000000,30,30,0,1,1,1,0,0,0,0,PiPi4bar,x(uU+dD)+y(sS),\left[\pi^{+}\pi^{-}\right]^{L=0}_{4}
-948101,9990,10,10,9900000000,30,30,0,1,1,1,0,0,0,0,PiPi5bar,x(uU+dD)+y(sS),\left[\pi^{+}\pi^{-}\right]^{L=0}_{5}
-938101,9990,10,10,9900000000,30,30,0,1,1,1,0,0,0,0,PiPi6bar,x(uU+dD)+y(sS),\left[\pi^{+}\pi^{-}\right]^{L=0}_{6}
-998111,9990,10,10,9900000000,30,30,0,1,1,1,0,0,0,0,KPi0bar,??,\left[K^{-}\pi^{+}\right]^{L=0}_{0}
-988111,9990,10,10,9900000000,30,30,0,1,1,1,0,0,0,0,KPi1bar,??,\left[K^{-}\pi^{+}\right]^{L=0}_{1}
-978111,9990,10,10,9900000000,30,30,0,1,1,1,0,0,0,0,KPi2bar,??,\left[K^{-}\pi^{+}\right]^{L=0}_{2}
-968111,9990,10,10,9900000000,30,30,0,1,1,1,0,0,0,0,KPi3bar,??,\left[K^{-}\pi^{+}\right]^{L=0}_{3}
-958111,9990,10,10,9900000000,30,30,0,1,1,1,0,0,0,0,KPi4bar,??,\left[K^{-}\pi^{+}\right]^{L=0}_{4}
-948111,9990,10,10,9900000000,30,30,0,1,1,1,0,0,0,0,KPi5bar,??,\left[K^{-}\pi^{+}\right]^{L=0}_{5}
-938111,9990,10,10,9900000000,30,30,0,1,1,1,0,0,0,0,KPi6bar,??,\left[K^{-}\pi^{+}\right]^{L=0}_{6}
